year,ref_number,utm_easting,utm_northing,num_vehicles,num_casualties,accident_date,time,time_mins,first_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,casualty_sex,casualty_age,vehicle_type
2011,110334061,428969,435474,1,1,7/21/11,1120,680,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,20
2011,110431353,427913,441535,4,4,9/19/11,1120,680,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,9
2011,110431353,427913,441535,4,4,9/19/11,1120,680,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,49,9
2011,110431353,427913,441535,4,4,9/19/11,1120,680,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,75,9
2011,110431353,427913,441535,4,4,9/19/11,1120,680,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,26,9
2011,110447788,429709,439015,2,1,9/29/11,1120,680,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,85,9
2011,110492821,426068,436361,2,2,10/27/11,1120,680,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,41,9
2011,110492821,426068,436361,2,2,10/27/11,1120,680,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,45,9
2011,110574117,433168,434011,3,1,12/15/11,1120,680,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,32,9
2012,120015419,426429,435630,2,2,1/11/12,1120,680,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,52,9
2012,120015419,426429,435630,2,2,1/11/12,1120,680,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,51,3
2012,120042969,433998,436612,1,1,1/29/12,1120,680,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,19,9
2012,120245030,435934,435609,2,1,6/03/12,1120,680,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,32,9
2012,120339992,427504,425499,2,5,8/05/12,1120,680,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,9
2012,120339992,427504,425499,2,5,8/05/12,1120,680,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,9,9
2012,120339992,427504,425499,2,5,8/05/12,1120,680,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,51,19
2012,120339992,427504,425499,2,5,8/05/12,1120,680,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,50,19
2012,120339992,427504,425499,2,5,8/05/12,1120,680,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,58,19
2012,120411813,425255,437100,1,1,9/22/12,1120,680,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,7,9
2012,120539521,431887,435687,1,1,12/12/12,1120,680,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,36,9
2012,120550413,427916,436605,1,1,12/19/12,1120,680,4,Wet / Damp,Daylight: street lights present,Raining with high winds,Vehicle or pillion passenger,Slight,Male,64,11
2013,130067512,422870,436039,1,1,2/12/13,1120,680,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,65,19
2013,130466550,430378,433543,1,1,11/12/13,1120,680,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Male,41,11
2012,120146004,428414,428695,2,1,4/01/12,1118,678,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,59,9
2013,130468091,429796,433969,2,1,11/13/13,1118,678,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,9
2010,10MU0005361,430430,426478,3,2,7/27/10,1116,676,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,19,9
2010,10MU0005361,430430,426478,3,2,7/27/10,1116,676,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,29,9
2010,10AA0461902,425640,434231,2,1,10/30/10,1116,676,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,43,9
2009,33609,435121,433538,1,1,1/17/09,1115,675,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,65,11
2009,149009,423015,437679,2,1,2/23/09,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,9
2009,214609,443331,435487,3,2,3/15/09,1115,675,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,9
2009,214609,443331,435487,3,2,3/15/09,1115,675,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,2,9
2009,403709,430381,433481,1,1,5/22/09,1115,675,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,69,21
2009,455409,432061,430385,1,1,6/09/09,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,19
2009,563009,427558,430395,2,1,7/07/09,1115,675,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,48,20
2009,849109,435658,437028,4,1,10/17/09,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,53,9
2010,10BA0000676,432788,434405,2,2,1/28/10,1115,675,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,9
2010,10BA0000676,432788,434405,2,2,1/28/10,1115,675,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,28,9
2010,10CA0002543,429861,433524,1,1,4/07/10,1115,675,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,71,11
2010,10BA0003821,430834,439685,1,1,5/21/10,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,85,9
2010,10CA0006110,430688,424483,2,1,8/24/10,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,41,9
2010,10BA0006065,432722,438296,2,1,9/14/10,1115,675,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,22,9
2010,10BA0006873,445479,436211,1,1,10/24/10,1115,675,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,22,5
2010,10BA0006735,430704,436756,2,1,11/04/10,1115,675,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,33,3
2011,110086398,433158,435250,2,1,1/19/11,1115,675,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,54,9
2011,110111838,433905,436532,1,1,3/09/11,1115,675,3,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver or rider,Slight,Male,87,9
2011,110455146,435957,435468,1,1,10/03/11,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,63,9
2011,110592208,425682,428524,1,1,12/30/11,1115,675,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,15,19
2012,120145775,433153,433683,2,1,3/30/12,1115,675,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,16,3
2012,120196914,429797,433826,1,1,5/05/12,1115,675,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,74,9
2012,120463737,429391,431353,1,1,10/24/12,1115,675,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,78,9
2013,130296407,430909,436544,3,4,7/18/13,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,33,9
2013,130296407,430909,436544,3,4,7/18/13,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Male,66,9
2013,130296407,430909,436544,3,4,7/18/13,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Female,63,9
2013,130296407,430909,436544,3,4,7/18/13,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,33,9
2013,130480025,440691,445811,1,1,11/21/13,1115,675,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,88,9
2013,130502763,429991,430309,2,1,12/07/13,1115,675,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,12,1
2011,110365741,430358,433459,1,1,8/09/11,1114,674,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,70,10
2012,120116245,432096,435458,2,1,3/13/12,1114,674,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,29,9
2012,120354489,426786,438300,1,1,8/15/12,1114,674,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,78,11
2010,10BA0005483,431411,435035,2,1,8/03/10,1113,673,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,9
2011,110287891,427939,430380,1,1,6/24/11,1113,673,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,39,9
2010,10BA0004217,436170,434462,2,1,6/09/10,1112,672,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,67,9
2012,120553018,425651,433234,2,2,12/21/12,1112,672,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,61,8
2012,120553018,425651,433234,2,2,12/21/12,1112,672,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,24,8
2009,845909,434748,438041,2,2,10/12/09,1111,671,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,9
2009,845909,434748,438041,2,2,10/12/09,1111,671,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,26,9
2013,130368902,421076,434310,2,1,9/06/13,1111,671,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,44,9
2009,156709,432962,439235,3,1,2/25/09,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,35,9
2009,422909,423853,434676,1,1,5/30/09,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,8
2009,713709,437244,429424,3,5,8/29/09,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,9
2009,713709,437244,429424,3,5,8/29/09,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,60,5
2009,713709,437244,429424,3,5,8/29/09,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,13,9
2009,713709,437244,429424,3,5,8/29/09,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,49,9
2009,713709,437244,429424,3,5,8/29/09,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,14,9
2009,765609,433374,425875,2,1,9/21/09,1110,670,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,55,9
2009,775409,436337,433955,1,1,9/23/09,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,0,11
2009,784909,440853,445860,1,1,9/26/09,1110,670,2,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,9
2009,936909,419573,446274,1,2,11/14/09,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,9
2009,936909,419573,446274,1,2,11/14/09,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,67,9
2009,937209,427232,434728,2,1,11/14/09,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,29,1
2010,10BA0000662,435210,433637,2,2,2/01/10,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,9
2010,10BA0000662,435210,433637,2,2,2/01/10,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,39,9
2010,10CA0001872,429796,433868,1,1,3/12/10,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,57,9
2010,10MU0002003,424465,427800,2,1,3/19/10,1110,670,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,64,9
2010,10AA0002113,420437,445240,2,1,3/20/10,1110,670,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,43,1
2010,10AA0003315,422873,439313,2,4,5/07/10,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,81,9
2010,10AA0003315,422873,439313,2,4,5/07/10,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,37,9
2010,10AA0003315,422873,439313,2,4,5/07/10,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,66,9
2010,10AA0003315,422873,439313,2,4,5/07/10,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,4,9
2010,10AA0003985,427484,434584,2,1,5/28/10,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,15,1
2010,10MU0004061,432129,427397,2,2,5/31/10,1110,670,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,59,9
2010,10MU0004061,432129,427397,2,2,5/31/10,1110,670,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,25,9
2010,10BA0004594,440390,433240,1,1,6/21/10,1110,670,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,68,9
2010,10BA0006130,443195,445753,1,1,9/10/10,1110,670,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,48,9
2010,10BA0006104,430739,435035,2,2,9/15/10,1110,670,6,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver or rider,Slight,Female,32,9
2010,10BA0006104,430739,435035,2,2,9/15/10,1110,670,6,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver or rider,Slight,Female,51,9
2010,10AA0527068,419368,442170,1,1,12/10/10,1110,670,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,79,9
2011,110076951,428797,431634,2,1,2/16/11,1110,670,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,9
2011,110120349,436200,434320,1,1,3/14/11,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,77,9
2011,110143768,429755,434507,1,1,3/28/11,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,28,20
2011,110188739,422829,442982,4,6,4/23/11,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,9
2011,110188739,422829,442982,4,6,4/23/11,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,36,9
2011,110188739,422829,442982,4,6,4/23/11,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,9
2011,110188739,422829,442982,4,6,4/23/11,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,41,9
2011,110188739,422829,442982,4,6,4/23/11,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,9
2011,110188739,422829,442982,4,6,4/23/11,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,20,9
2011,110439429,426376,428473,1,1,9/24/11,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,9
2012,120000793,423650,434359,2,3,1/01/12,1110,670,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,26,9
2012,120000793,423650,434359,2,3,1/01/12,1110,670,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Fatal,Male,68,9
2012,120000793,423650,434359,2,3,1/01/12,1110,670,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Fatal,Female,66,9
2012,120026637,422813,434083,1,2,1/18/12,1110,670,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,20,4
2012,120026637,422813,434083,1,2,1/18/12,1110,670,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,24,4
2012,120070538,430089,431272,2,4,2/15/12,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,37,9
2012,120070538,430089,431272,2,4,2/15/12,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,35,9
2012,120070538,430089,431272,2,4,2/15/12,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,13,9
2012,120070538,430089,431272,2,4,2/15/12,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,14,9
2012,120120080,430630,434222,1,1,3/15/12,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,36,11
2012,120121951,431983,435509,2,1,3/17/12,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,41,9
2012,120261512,432869,434294,2,1,6/17/12,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,9,1
2012,120353117,428767,435826,2,1,8/14/12,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,9
2012,120365505,443637,437508,2,2,8/22/12,1110,670,2,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,9
2012,120365505,443637,437508,2,2,8/22/12,1110,670,2,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,51,9
2012,120383930,425018,433168,3,1,9/04/12,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,7,9
2012,120412606,430091,435420,2,3,9/22/12,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,21,9
2012,120412606,430091,435420,2,3,9/22/12,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,43,9
2012,120412606,430091,435420,2,3,9/22/12,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,18,9
2012,120478050,426200,426845,2,1,10/30/12,1110,670,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,37,3
2013,130093805,428789,429724,3,5,3/03/13,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,47,9
2013,130093805,428789,429724,3,5,3/03/13,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,37,9
2013,130093805,428789,429724,3,5,3/03/13,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,17,9
2013,130093805,428789,429724,3,5,3/03/13,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,13,9
2013,130093805,428789,429724,3,5,3/03/13,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,56,9
2013,130148545,430845,433466,1,1,4/10/13,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,58,11
2013,130193765,431884,435291,1,1,5/10/13,1110,670,6,Dry,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,45,9
2013,130364703,422424,433508,1,1,9/03/13,1110,670,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,47,19
2013,130499920,430441,436612,2,1,12/05/13,1110,670,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,1
2013,130509787,429762,430595,1,1,12/07/13,1110,670,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,9
2009,22309,423629,437988,3,1,1/06/09,1109,669,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,2
2010,10BA0553573,431983,435856,2,1,11/16/10,1108,668,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,58,2
2013,130229874,432066,438172,2,1,6/03/13,1108,668,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,40,1
2009,1069409,432164,434821,2,2,12/18/09,1107,667,6,Frost / Ice,Daylight: street lights present,Snowing without high winds,Vehicle or pillion passenger,Slight,Female,15,9
2009,1069409,432164,434821,2,2,12/18/09,1107,667,6,Frost / Ice,Daylight: street lights present,Snowing without high winds,Vehicle or pillion passenger,Slight,Female,16,9
2010,10MU0001093,428025,426411,2,1,2/12/10,1107,667,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,55,9
2010,10BA0004140,440390,433173,1,1,6/01/10,1107,667,4,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,80,9
2011,110461945,424219,427778,1,1,10/08/11,1107,667,1,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,35,9
2013,130353642,427873,434391,2,3,8/26/13,1107,667,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,22,9
2013,130353642,427873,434391,2,3,8/26/13,1107,667,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,23,9
2013,130353642,427873,434391,2,3,8/26/13,1107,667,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,23,9
2011,110173072,432933,430222,3,4,4/14/11,1106,666,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,53,9
2011,110173072,432933,430222,3,4,4/14/11,1106,666,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,36,9
2011,110173072,432933,430222,3,4,4/14/11,1106,666,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,18,9
2011,110173072,432933,430222,3,4,4/14/11,1106,666,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,9
2009,519909,431934,435779,2,1,6/29/09,1105,665,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,30,9
2009,655409,424175,429357,1,1,8/13/09,1105,665,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,39,11
2009,710209,430780,433470,1,1,9/01/09,1105,665,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,41,9
2009,892209,430987,432040,2,1,11/01/09,1105,665,3,Wet / Damp,Daylight: street lights present,Raining with high winds,Vehicle or pillion passenger,Slight,Female,18,9
2009,1046909,436362,434698,2,2,12/14/09,1105,665,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,9
2009,1046909,436362,434698,2,2,12/14/09,1105,665,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,31,9
2010,10CA0003522,426077,428165,2,1,5/13/10,1105,665,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,33,9
2010,10AA0003504,422055,433783,2,1,5/14/10,1105,665,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,16,1
2010,10AA0004364,426623,433087,1,1,6/12/10,1105,665,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,58,11
2010,10CA0006408,429799,433922,2,1,10/09/10,1105,665,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,77,9
2011,110108612,426482,427479,1,1,3/07/11,1105,665,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,81,11
2011,110288197,430685,434520,1,1,6/24/11,1105,665,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,33,11
2011,110304228,430072,433924,1,1,7/04/11,1105,665,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,76,11
2012,120089932,426934,427607,2,2,2/27/12,1105,665,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Female,68,11
2012,120089932,426934,427607,2,2,2/27/12,1105,665,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,46,11
2012,120283573,430078,435416,1,1,7/01/12,1105,665,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,3,11
2013,130121785,419226,441801,1,1,3/21/13,1105,665,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,60,11
2013,130270603,429031,431988,2,1,7/01/13,1105,665,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,55,9
2013,130307090,431949,428140,2,1,7/25/13,1105,665,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,63,9
2013,130483957,428461,431345,2,2,11/24/13,1105,665,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,68,9
2013,130483957,428461,431345,2,2,11/24/13,1105,665,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,27,9
2013,130486645,431364,428286,2,1,11/26/13,1105,665,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,20,9
2011,110177917,442618,427289,2,1,4/17/11,1104,664,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,22,9
2011,110276425,427893,436194,3,1,6/17/11,1104,664,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,19
2013,130164488,423474,434030,2,1,4/20/13,1104,664,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,18,3
2013,130213463,432334,426949,2,2,5/23/13,1104,664,1,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,9
2013,130213463,432334,426949,2,2,5/23/13,1104,664,1,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,59,9
2013,130318709,432074,426226,2,1,8/02/13,1104,664,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,51,5
2009,240309,435001,438396,2,2,3/12/09,1101,661,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,61,9
2009,240309,435001,438396,2,2,3/12/09,1101,661,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,87,9
2011,110491014,429922,427802,2,1,10/26/11,1101,661,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,55,9
2009,13509,425070,437952,1,1,1/08/09,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,71,11
2009,227309,427896,436196,2,1,3/20/09,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,19,3
2009,486509,429347,434617,1,1,6/15/09,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21,9
2009,543209,424923,434763,1,2,7/05/09,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,9,9
2009,543209,424923,434763,1,2,7/05/09,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,4,9
